customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RecordDate
2084-ETIIR,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),167.63,329.41,Yes,2023-03-16
6828-SDTRF,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),182.25,5967.1,Yes,2023-03-16
4140-DMLXS,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,117.76,3189.91,No,2023-03-16
1511-RBCTY,Male,0,No,No,31,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,149.25,4509.55,Yes,2023-03-16
1585-HQBBG,Female,1,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),38.84,2008.62,No,2023-03-16
5981-PNSPF,Male,1,No,Yes,48,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),146.62,7054.87,No,2023-03-16
5181-LMBNQ,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,60.18,2130.29,No,2023-03-16
9838-EQLGF,Female,0,No,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,139.17,3016.77,Yes,2023-03-16
6613-ELLMG,Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,159.47,5302.81,No,2023-03-16
7389-AXAWL,Female,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,533.58,Yes,2023-03-16
4290-DOTGH,Female,0,No,No,46,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,130.83,6004.83,Yes,2023-03-17
3213-ICFFU,Male,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),50.95,952.77,No,2023-03-17
9341-ASCPF,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),183.0,3530.68,Yes,2023-03-17
5805-OQPPT,Female,0,No,No,36,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),131.97,4673.11,Yes,2023-03-17
6305-ORMFU,Male,0,Yes,No,45,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),145.23,6563.45,No,2023-03-17
7466-EWUYP,Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,149.02,7111.09,Yes,2023-03-17
7348-PXYFO,Male,1,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,56.37,1678.63,No,2023-03-17
3847-HLWFE,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),177.02,4064.38,Yes,2023-03-17
2076-CEOTV,Female,1,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,149.59,5435.43,Yes,2023-03-17
9655-MFHVD,Male,0,No,Yes,56,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),122.94,6742.76,Yes,2023-03-17
4710-VLCTK,Male,0,No,No,25,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,141.1,3632.04,Yes,2023-03-17
9861-MAVBM,Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,141.6,6961.01,Yes,2023-03-17
6908-MBDAN,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),164.09,5353.01,Yes,2023-03-17
7117-QBARN,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),171.97,7255.6,Yes,2023-03-17
4544-HFVYF,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),162.37,5571.55,No,2023-03-17
1693-LCDQC,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,62.79,2287.45,Yes,2023-03-17
1916-JTRYR,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.15,1306.58,No,2023-03-17
4850-QQSZO,Male,0,Yes,No,23,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),138.89,3162.83,No,2023-03-17
7002-ODPFL,Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),171.57,1223.26,Yes,2023-03-17
4728-NCMQW,Male,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),143.14,7942.14,No,2023-03-17
8918-OEOTN,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.02,3604.14,Yes,2023-03-17
6091-TLPSC,Male,0,No,No,35,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),121.02,4301.35,Yes,2023-03-17
9186-YMRLN,Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),151.57,1501.59,No,2023-03-18
5798-ASYYS,Male,0,No,No,31,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,103.08,3257.97,Yes,2023-03-18
5140-FEUWW,Female,0,Yes,No,38,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),117.1,4354.34,Yes,2023-03-18
2369-GZABR,Male,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),37.9,1647.35,No,2023-03-18
6328-JTGRH,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),162.04,4826.53,Yes,2023-03-18
8844-ZXANX,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),183.4,5079.93,Yes,2023-03-18
2527-CEOOF,Male,1,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),54.35,649.09,No,2023-03-18
6037-VYBTZ,Female,1,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),167.29,4212.15,Yes,2023-03-18
2294-JLGMF,Female,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,176.61,7557.33,Yes,2023-03-18
9340-KOTSD,Male,1,Yes,Yes,29,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),111.43,3262.99,Yes,2023-03-18
8946-ONKWE,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),130.98,6152.23,No,2023-03-18
2687-VILXU,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.84,1589.72,No,2023-03-18
6341-IHEYX,Male,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),190.07,12286.63,Yes,2023-03-18
6078-QRQAH,Female,0,No,No,44,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,109.75,4790.18,Yes,2023-03-18
9306-XQHLO,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),156.37,1532.15,No,2023-03-18
5924-AKONR,Female,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),145.94,6307.45,No,2023-03-18
4463-XROHY,Male,0,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,170.77,3421.17,Yes,2023-03-18
1428-ZISWY,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.03,657.83,No,2023-03-18
8810-MGQCF,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,174.24,6729.7,Yes,2023-03-18
1916-EIZBT,Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,157.6,5965.49,Yes,2023-03-18
7252-RRTDP,Male,0,No,Yes,2,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),98.13,199.18,Yes,2023-03-18
1611-KCFVX,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,160.82,7215.39,Yes,2023-03-18
1553-WTOFD,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,44.92,1858.52,Yes,2023-03-18
8739-BGPMR,Male,0,Yes,No,15,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),132.53,1943.65,No,2023-03-18
5606-QEFNU,Male,1,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),158.24,6837.27,Yes,2023-03-18
4561-YBGSS,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,198.05,5643.49,Yes,2023-03-19
7733-BDOSP,Female,0,Yes,No,35,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),107.85,3884.51,No,2023-03-19
7444-JEIFA,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),153.46,3345.98,Yes,2023-03-19
3947-KZWDO,Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,164.68,7978.89,Yes,2023-03-19
6854-ZNTSW,Male,1,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.34,438.88,No,2023-03-19
1315-BZUVI,Female,0,Yes,No,24,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,109.31,2547.88,No,2023-03-19
4559-LYWCR,Female,1,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),123.17,5104.77,No,2023-03-19
2435-KGGAK,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),193.53,4741.48,Yes,2023-03-19
1987-HFMSU,Male,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),167.03,1713.1,No,2023-03-19
2070-KBQBD,Male,0,Yes,Yes,26,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,131.55,3494.53,Yes,2023-03-19
2950-WVFAD,Male,0,No,Yes,14,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),127.32,1794.43,Yes,2023-03-19
2855-WTUJJ,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,171.72,2001.93,Yes,2023-03-19
8555-FTZQP,Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),146.14,7530.63,Yes,2023-03-19
8073-SKIJJ,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,154.29,1065.92,Yes,2023-03-19
2083-VODNJ,Male,0,No,No,34,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),118.69,3941.55,Yes,2023-03-19
8190-SCLTM,Male,1,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,144.63,4319.7,No,2023-03-19
6710-PHEGT,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,173.24,8845.96,Yes,2023-03-19
9456-RDSLS,Male,0,Yes,No,38,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,122.5,4730.27,Yes,2023-03-19
9201-MKSRE,Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,138.94,8026.87,Yes,2023-03-19
6698-WRSOG,Female,0,Yes,No,31,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),126.17,4022.82,No,2023-03-19
5635-YIGHJ,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),182.62,1861.17,Yes,2023-03-19
9154-NQHBT,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),163.07,1807.45,Yes,2023-03-19
9963-WCGIP,Male,0,No,Yes,30,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),125.43,3859.36,Yes,2023-03-19
9829-EKVLS,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,155.59,2400.28,Yes,2023-03-19
2970-CSLXO,Female,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),146.65,6833.11,Yes,2023-03-19
2468-WCYLA,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),149.97,2213.01,Yes,2023-03-19
9443-ZCRQE,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),161.04,315.45,No,2023-03-19
2600-VYIWX,Male,0,Yes,No,45,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),135.24,6135.63,No,2023-03-19
4105-PHEIA,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),149.14,7845.26,Yes,2023-03-19
6289-WSFCS,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,136.14,3192.36,Yes,2023-03-19
4409-HFURZ,Female,0,Yes,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.02,264.34,No,2023-03-19
7704-JXEPG,Male,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,162.58,9880.3,Yes,2023-03-19
8321-KHDRK,Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),61.88,1937.18,No,2023-03-20
4139-MSLRV,Female,0,No,No,58,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),130.48,7778.94,No,2023-03-20
3638-LDLNA,Male,0,Yes,No,20,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),125.06,2510.38,Yes,2023-03-20
9290-OCJLC,Female,0,No,No,28,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),142.22,3950.88,No,2023-03-20
7297-WGKWD,Female,0,No,No,31,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),137.07,4153.89,Yes,2023-03-20
6270-ZLYNV,Male,0,Yes,No,44,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,98.4,4306.49,No,2023-03-20
2462-DDBQR,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,193.46,3437.13,No,2023-03-20
6828-KBHVE,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,53.65,1884.03,Yes,2023-03-20
9935-EIGOV,Female,1,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.48,1261.82,Yes,2023-03-20
3369-KLGTZ,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.94,1243.13,Yes,2023-03-20
7536-OCKAZ,Female,0,Yes,No,21,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,101.85,2173.17,No,2023-03-20
8182-WUHDZ,Female,0,No,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,141.12,4961.94,Yes,2023-03-20
4125-AIDRK,Male,0,Yes,No,41,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,135.63,5585.04,Yes,2023-03-20
9867-SDPSS,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),158.76,5241.43,Yes,2023-03-20
8326-FRIOX,Female,1,Yes,No,32,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,139.09,4459.23,Yes,2023-03-20
7829-RTEJS,Female,0,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,180.03,10247.27,Yes,2023-03-20
1251-EYQVU,Male,0,No,No,59,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),158.68,9557.25,Yes,2023-03-20
3969-YWAYV,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,50.6,2313.79,Yes,2023-03-20
8069-FNJXI,Male,0,No,Yes,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),166.48,9374.56,Yes,2023-03-20
6564-OCLJO,Male,0,No,No,60,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,166.16,9920.19,Yes,2023-03-20
5387-NOUJN,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.96,906.79,Yes,2023-03-20
8752-YGRKK,Male,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),141.79,4976.03,Yes,2023-03-20
9581-IPFJJ,Male,0,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),114.71,2562.13,Yes,2023-03-20
1086-OVXNS,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),177.22,3486.43,No,2023-03-20
9877-WXNUI,Male,0,No,Yes,36,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),148.7,5473.1,Yes,2023-03-20
7022-RJEJG,Female,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,140.03,4560.05,Yes,2023-03-20
1473-LGUGK,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,41.66,286.73,No,2023-03-21
3304-NEAGB,Male,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),185.92,5561.6,Yes,2023-03-21
8404-VZCKY,Female,1,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),43.96,650.89,Yes,2023-03-21
7950-GKCFI,Male,0,No,Yes,33,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),148.13,4842.81,Yes,2023-03-21
5614-RCTFP,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,154.93,3260.38,Yes,2023-03-21
3848-TYULI,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,164.55,1653.2,Yes,2023-03-21
2221-IXBLX,Female,0,No,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),130.26,5630.86,No,2023-03-21
1479-BZXQJ,Male,1,Yes,Yes,37,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,82.97,3145.82,No,2023-03-21
8853-HJGFM,Male,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),159.37,2743.27,No,2023-03-21
2902-SNLAW,Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,160.74,6212.09,No,2023-03-21
3549-EQRHR,Female,0,Yes,Yes,25,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),144.25,3627.07,No,2023-03-21
5419-FSFKN,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,160.12,6324.35,No,2023-03-21
6268-FTYRE,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),154.47,6465.74,Yes,2023-03-21
6695-PYDTG,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,63.67,2365.01,No,2023-03-21
3551-DMBPF,Male,0,No,No,42,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.93,4213.32,Yes,2023-03-21
3316-RMBSH,Male,0,No,No,35,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,125.72,4332.52,Yes,2023-03-21
9411-IAQKB,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),164.23,8265.35,Yes,2023-03-21
5947-BMJDC,Female,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),173.73,2754.07,No,2023-03-21
8323-HXCCX,Female,0,No,No,42,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,146.52,6111.78,No,2023-03-21
6587-REEPB,Female,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),170.69,9448.03,No,2023-03-21
5125-LDFBF,Female,0,No,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,114.88,3455.39,Yes,2023-03-21
1917-KYFYY,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,179.13,5023.9,Yes,2023-03-21
8835-LIASR,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),60.52,3247.43,Yes,2023-03-21
1450-JECMW,Female,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),146.83,4876.99,No,2023-03-21
2410-GPHQW,Male,0,No,No,34,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,142.28,4938.63,No,2023-03-21
2922-JTPZX,Male,0,No,No,22,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),146.2,3173.93,No,2023-03-22
5336-UALQC,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.05,348.24,No,2023-03-22
6400-RKWYK,Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),62.76,2329.97,Yes,2023-03-22
4340-ORIHL,Male,1,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,175.45,4257.17,Yes,2023-03-22
2802-GHIKR,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,170.01,3106.07,No,2023-03-22
4588-DUSBY,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,158.03,1551.03,No,2023-03-22
2720-UDNWP,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,146.65,5582.15,Yes,2023-03-22
9036-HEPYN,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),175.01,11196.39,Yes,2023-03-22
5300-ZKHMC,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),142.78,2468.21,No,2023-03-22
3213-ZHHFW,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,152.43,2858.72,Yes,2023-03-22
8962-FANQP,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,138.21,7843.36,Yes,2023-03-22
9458-ZMMOF,Male,0,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),135.71,3821.07,Yes,2023-03-22
4274-UOHFD,Female,0,Yes,Yes,25,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),126.59,3109.15,Yes,2023-03-22
